Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000030744687501,800000030744678487,1,,CREDIT,Melissa ,Melissa ,4.00,59.58,,10/14/25 6:32 AM,10/14/25 6:31 AM
800000030744765032,800000030744758316,4,,CREDIT,Melissa ,Melissa ,2.00,6.90,,10/14/25 6:43 AM,10/14/25 6:42 AM
800000030744904725,800000030744898382,5,,CASH,Melissa ,Melissa ,0.00,3.88,DRIVE THRU 1,10/14/25 7:01 AM,10/14/25 7:00 AM
800000030744932958,800000030744929619,6,,CREDIT,Melissa ,Melissa ,0.00,14.78,,10/14/25 7:04 AM,10/14/25 7:03 AM
800000030744990294,800000030744986237,7,,CREDIT,Melissa ,Melissa ,0.00,10.89,,10/14/25 7:09 AM,10/14/25 7:09 AM
800000030745094105,800000030745091798,8,,CREDIT,Melissa ,Melissa ,0.00,9.18,,10/14/25 7:18 AM,10/14/25 7:18 AM
800000030745139415,800000030745102755,9,,CREDIT,Melissa ,Melissa ,1.00,7.33,,10/14/25 7:22 AM,10/14/25 7:19 AM
800000030745304501,800000030745303191,11,,CREDIT,Sugey,Sugey,0.00,10.12,,10/14/25 7:35 AM,10/14/25 7:35 AM
800000030745464538,800000030745462078,14,,CREDIT,Melissa ,Melissa ,0.00,6.75,,10/14/25 7:47 AM,10/14/25 7:46 AM
800000030745532617,800000030745526045,16,,CREDIT,Leticia,Leticia,2.00,13.51,,10/14/25 7:52 AM,10/14/25 7:51 AM
800000030745567904,800000030745554271,17,,CREDIT,Melissa ,Melissa ,0.00,12.58,,10/14/25 7:54 AM,10/14/25 7:53 AM
800000030745607770,800000030745598494,18,,CREDIT,Melissa ,Melissa ,1.00,2.48,,10/14/25 7:57 AM,10/14/25 7:56 AM
800000030745687183,800000030745682651,20,,CREDIT,Melissa ,Melissa ,1.00,4.30,,10/14/25 8:02 AM,10/14/25 8:02 AM
800000030745693096,800000030745692084,21,,CREDIT,Sugey,Sugey,0.00,6.89,,10/14/25 8:03 AM,10/14/25 8:03 AM
800000030745791244,800000030745780896,22,,CREDIT,Melissa ,Melissa ,5.00,15.09,,10/14/25 8:09 AM,10/14/25 8:08 AM
800000030745859204,800000030745827254,23,,CREDIT,Melissa ,Melissa ,0.00,11.67,,10/14/25 8:13 AM,10/14/25 8:11 AM
800000030745873944,800000030745645427,19,18,CREDIT,Lizbeth,Lizbeth,4.00,10.81,,10/14/25 8:14 AM,10/14/25 8:00 AM
800000030745918179,800000030745909931,24,,CREDIT,Melissa ,Melissa ,0.00,9.05,,10/14/25 8:17 AM,10/14/25 8:17 AM
800000030745975714,800000030745970901,26,,CASH,Leticia,Leticia,0.00,12.73,,10/14/25 8:21 AM,10/14/25 8:21 AM
800000030745989212,800000030745934929,25,,CREDIT,Melissa ,Melissa ,0.00,9.94,,10/14/25 8:22 AM,10/14/25 8:18 AM
800000030745997214,800000030745997885,27,,CASH,Melissa ,Melissa ,0.00,2.70,DRIVE THRU 1,10/14/25 8:23 AM,10/14/25 8:23 AM
800000030746139382,800000030746137619,28,,CREDIT,Melissa ,Melissa ,0.00,8.41,,10/14/25 8:32 AM,10/14/25 8:32 AM
800000030746192733,800000030746159579,30,,CREDIT,Melissa ,Melissa ,0.00,12.08,,10/14/25 8:36 AM,10/14/25 8:34 AM
800000030746195159,800000030745310145,10,16,CASH,Lizbeth,Lizbeth,0.00,11.01,,10/14/25 8:36 AM,10/14/25 7:35 AM
800000030746234821,800000030746171022,31,,CASH,Melissa ,Melissa ,0.00,7.44,DRIVE THRU 1,10/14/25 8:39 AM,10/14/25 8:34 AM
800000030746284640,800000030746279397,33,,CREDIT,Melissa ,Melissa ,2.00,11.98,,10/14/25 8:42 AM,10/14/25 8:42 AM
800000030746336228,800000030746294926,34,,CREDIT,Melissa ,Melissa ,3.00,9.92,,10/14/25 8:45 AM,10/14/25 8:43 AM
800000030746403460,800000030746380959,38,,CASH,Melissa ,Melissa ,0.00,6.47,DRIVE THRU 1,10/14/25 8:50 AM,10/14/25 8:48 AM
800000030746437344,800000030746430596,40,,CASH,Leticia,Leticia,0.00,9.05,,10/14/25 8:52 AM,10/14/25 8:52 AM
800000030746466613,800000030746432840,39,,CREDIT,Melissa ,Melissa ,0.00,20.74,,10/14/25 8:54 AM,10/14/25 8:52 AM
800000030746480398,800000030745499453,15,2,CREDIT,Leticia,Leticia,10.00,30.58,,10/14/25 8:55 AM,10/14/25 7:49 AM
800000030746520641,800000030746334751,35,,CREDIT,Leticia,Melissa ,1.00,17.30,,10/14/25 8:58 AM,10/14/25 8:45 AM
800000030746568923,800000030746480377,43,,CREDIT,Melissa ,Melissa ,0.00,11.01,,10/14/25 9:01 AM,10/14/25 8:55 AM
800000030746633060,800000030746528404,44,,CREDIT,Melissa ,Melissa ,0.00,6.47,,10/14/25 9:05 AM,10/14/25 8:58 AM
800000030746640173,800000030746542883,45,,CREDIT,Melissa ,Melissa ,3.00,5.72,,10/14/25 9:05 AM,10/14/25 8:59 AM
800000030746679374,800000030746673003,47,,CREDIT,Melissa ,Melissa ,0.00,8.73,,10/14/25 9:08 AM,10/14/25 9:07 AM
800000030746737793,800000030746675943,49,,CASH,Melissa ,Melissa ,0.00,5.17,DRIVE THRU 1,10/14/25 9:11 AM,10/14/25 9:08 AM
800000030746747396,800000030746687819,50,,CREDIT,Melissa ,Melissa ,1.00,4.31,,10/14/25 9:12 AM,10/14/25 9:08 AM
800000030746766538,800000030746728160,51,,CREDIT,Melissa ,Melissa ,2.00,7.99,,10/14/25 9:13 AM,10/14/25 9:10 AM
800000030746731607,800000030746093834,29,14,CREDIT,Lizbeth,,2.40,17.29,,10/14/25 9:13 AM,10/14/25 8:29 AM
800000030746788488,800000030746744946,52,,CREDIT,Melissa ,Melissa ,0.00,18.68,,10/14/25 9:14 AM,10/14/25 9:12 AM
800000030746817154,800000030746764768,53,,CREDIT,Melissa ,Melissa ,0.00,13.82,,10/14/25 9:16 AM,10/14/25 9:13 AM
800000030746848209,800000030746800579,54,,CREDIT,Melissa ,Melissa ,1.00,8.95,,10/14/25 9:18 AM,10/14/25 9:15 AM
800000030746901435,800000030746899370,58,,CREDIT,Melissa ,Melissa ,3.00,22.54,,10/14/25 9:21 AM,10/14/25 9:21 AM
800000030746945667,800000030746906823,59,,CREDIT,Melissa ,Melissa ,0.00,2.15,,10/14/25 9:24 AM,10/14/25 9:21 AM
800000030747102776,800000030747059842,61,,CREDIT,Melissa ,Melissa ,2.78,19.22,,10/14/25 9:33 AM,10/14/25 9:30 AM
800000030747165055,800000030746697054,48,3,CREDIT,Leticia,Leticia,5.00,20.27,,10/14/25 9:37 AM,10/14/25 9:09 AM
800000030747173593,800000030747173944,66,,CREDIT,Melissa ,Melissa ,0.00,5.94,,10/14/25 9:37 AM,10/14/25 9:37 AM
800000030747211910,800000030747173645,63,,CREDIT,Melissa ,Melissa ,8.62,16.38,,10/14/25 9:39 AM,10/14/25 9:37 AM
800000030747249786,800000030747227344,68,,CASH,Sugey,Sugey,0.00,11.66,,10/14/25 9:42 AM,10/14/25 9:40 AM
800000030746837892,800000030747218792,69,18,CREDIT,Lizbeth,,1.43,7.76,,10/14/25 9:43 AM,10/14/25 9:40 AM
800000030747316075,800000030747289814,70,,CASH,Melissa ,Melissa ,0.00,20.09,DRIVE THRU 1,10/14/25 9:46 AM,10/14/25 9:44 AM
800000030747346240,800000030747304624,71,,CASH,Melissa ,Melissa ,0.00,20.26,DRIVE THRU 1,10/14/25 9:47 AM,10/14/25 9:45 AM
800000030747357084,800000030746863252,56,16,CREDIT,Lizbeth,Lizbeth,5.02,23.98,,10/14/25 9:48 AM,10/14/25 9:19 AM
800000030747387169,800000030747085860,62,18,CREDIT,Lizbeth,Lizbeth,3.00,7.88,,10/14/25 9:50 AM,10/14/25 9:32 AM
800000030747408384,800000030747319133,73,,CREDIT,Melissa ,Melissa ,1.00,9.81,,10/14/25 9:51 AM,10/14/25 9:46 AM
800000030747449478,800000030747417035,74,,CREDIT,Melissa ,Melissa ,0.00,4.74,,10/14/25 9:54 AM,10/14/25 9:52 AM
800000030747471322,800000030746899048,57,2,CREDIT,Leticia,Leticia,5.00,21.58,,10/14/25 9:55 AM,10/14/25 9:21 AM
800000030747485562,800000030747438853,75,,CREDIT,Melissa ,Melissa ,2.00,17.61,,10/14/25 9:56 AM,10/14/25 9:53 AM
800000030747487501,800000030746595105,46,26,CREDIT,Leticia,Leticia,5.00,16.18,,10/14/25 9:56 AM,10/14/25 9:02 AM
800000030747489269,800000030746968902,60,1,CASH,Lizbeth,Lizbeth,0.00,13.28,,10/14/25 9:56 AM,10/14/25 9:25 AM
800000030747565760,800000030747514729,76,,CREDIT,Melissa ,Melissa ,0.00,9.00,,10/14/25 10:00 AM,10/14/25 9:58 AM
800000030747580464,800000030747514729,76,,CREDIT,Melissa ,Melissa ,0.00,3.08,,10/14/25 10:01 AM,10/14/25 9:58 AM
800000030747726833,800000030747174915,64,23,CREDIT,Leticia,Leticia,2.63,18.37,,10/14/25 10:08 AM,10/14/25 9:37 AM
800000030747823740,800000030747812268,77,,CREDIT,Melissa ,Melissa ,0.00,46.70,,10/14/25 10:13 AM,10/14/25 10:12 AM
800000030748170089,800000030748118615,79,,CREDIT,Melissa ,Melissa ,0.00,17.92,,10/14/25 10:28 AM,10/14/25 10:26 AM
