Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000030442828123,800000030442803672,1,,CREDIT,Melissa ,Melissa ,2.00,16.42,,10/6/25 6:35 AM,10/6/25 6:31 AM
800000030442894536,800000030442885442,2,,CREDIT,Melissa ,Melissa ,1.36,4.64,,10/6/25 6:44 AM,10/6/25 6:43 AM
800000030442979075,800000030442979508,4,,CREDIT,Melissa ,Melissa ,3.00,22.69,,10/6/25 6:57 AM,10/6/25 6:57 AM
800000030442995042,800000030442989642,5,,CASH,Melissa ,Melissa ,0.00,1.94,DRIVE THRU 1,10/6/25 6:59 AM,10/6/25 6:58 AM
800000030443031146,800000030442992631,6,,CASH,Melissa ,Melissa ,0.00,4.09,DRIVE THRU 1,10/6/25 7:03 AM,10/6/25 6:59 AM
800000030443047509,800000030443047862,8,,CREDIT,Melissa ,Melissa ,0.00,9.82,,10/6/25 7:05 AM,10/6/25 7:05 AM
800000030443175964,800000030443173120,9,,CREDIT,Melissa ,Melissa ,2.00,8.65,,10/6/25 7:16 AM,10/6/25 7:16 AM
800000030443218933,800000030443219399,10,,CASH,Melissa ,Melissa ,0.00,4.32,DRIVE THRU 1,10/6/25 7:20 AM,10/6/25 7:20 AM
800000030443245184,800000030443241623,11,,CREDIT,Melissa ,Melissa ,2.00,4.96,,10/6/25 7:23 AM,10/6/25 7:22 AM
800000030443279337,800000030443247997,12,,CASH,Melissa ,Melissa ,0.00,4.31,DRIVE THRU 1,10/6/25 7:26 AM,10/6/25 7:23 AM
800000030443282271,800000030443003096,7,2,CREDIT,Sugey,Sugey,4.00,17.38,,10/6/25 7:26 AM,10/6/25 7:00 AM
800000030443355728,800000030443346034,13,,CREDIT,Melissa ,Melissa ,0.00,14.14,,10/6/25 7:32 AM,10/6/25 7:32 AM
800000030443436836,800000030443436606,16,,CREDIT,Melissa ,Melissa ,1.00,9.89,,10/6/25 7:39 AM,10/6/25 7:39 AM
800000030443511756,800000030443506015,18,,CREDIT,Melissa ,Melissa ,0.00,14.47,,10/6/25 7:45 AM,10/6/25 7:44 AM
