Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000030293915540,800000030293890265,2,,CREDIT,Melissa ,Melissa ,0.00,3.87,,10/3/25 6:31 AM,10/3/25 6:28 AM
800000030293971608,800000030293967980,5,,CREDIT,Melissa ,Melissa ,0.00,2.48,,10/3/25 6:37 AM,10/3/25 6:37 AM
800000030293988607,800000030293975063,6,,CASH,Melissa ,Melissa ,0.00,5.50,DRIVE THRU 1,10/3/25 6:39 AM,10/3/25 6:38 AM
800000030294020313,800000030294018652,7,,CREDIT,Melissa ,Melissa ,2.00,3.32,,10/3/25 6:42 AM,10/3/25 6:42 AM
800000030294159490,800000030294159491,9,,CREDIT,Lizbeth,Lizbeth,5.75,56.25,,10/3/25 6:54 AM,10/3/25 6:54 AM
800000030294169025,800000030293956609,3,,CREDIT,Lizbeth,Lizbeth,0.00,30.23,,10/3/25 6:54 AM,10/3/25 6:36 AM
800000030294242812,800000030294238341,10,,CREDIT,Melissa ,Melissa ,0.00,14.87,,10/3/25 7:00 AM,10/3/25 7:00 AM
800000030294261994,800000030294259007,11,,CREDIT,Melissa ,Melissa ,1.00,12.41,,10/3/25 7:02 AM,10/3/25 7:02 AM
800000030294440199,800000030294432919,12,,CREDIT,Melissa ,Melissa ,2.00,16.21,,10/3/25 7:13 AM,10/3/25 7:12 AM
800000030294691082,800000030294674594,15,,CREDIT,Melissa ,Melissa ,0.00,33.22,,10/3/25 7:28 AM,10/3/25 7:27 AM
800000030294749908,800000030294682722,16,,CREDIT,Melissa ,Melissa ,0.00,7.56,,10/3/25 7:31 AM,10/3/25 7:27 AM
800000030294783011,800000030294521209,13,10,CREDIT,Lizbeth,Lizbeth,5.00,19.86,,10/3/25 7:32 AM,10/3/25 7:18 AM
800000030294837996,800000030294831773,17,,CREDIT,Melissa ,Melissa ,0.00,11.89,,10/3/25 7:35 AM,10/3/25 7:35 AM
800000030294845889,800000030294837763,18,,CASH,Melissa ,Melissa ,0.00,11.89,DRIVE THRU 1,10/3/25 7:36 AM,10/3/25 7:35 AM
800000030294897872,800000030294888647,19,,CREDIT,Melissa ,Melissa ,1.00,8.91,,10/3/25 7:39 AM,10/3/25 7:38 AM
800000030294960889,800000030294927332,20,,CREDIT,Melissa ,Melissa ,1.00,5.39,,10/3/25 7:42 AM,10/3/25 7:40 AM
800000030295020992,800000030294938837,21,,CREDIT,Melissa ,Melissa ,0.00,10.14,,10/3/25 7:45 AM,10/3/25 7:41 AM
800000030295035977,800000030294959761,22,,CASH,Melissa ,Melissa ,0.00,7.99,DRIVE THRU 1,10/3/25 7:46 AM,10/3/25 7:42 AM
800000030295054274,800000030295031604,23,,CREDIT,Melissa ,Melissa ,0.00,12.41,,10/3/25 7:47 AM,10/3/25 7:45 AM
800000030295096992,800000030295066303,25,,CASH,Melissa ,Melissa ,0.00,2.48,DRIVE THRU 1,10/3/25 7:49 AM,10/3/25 7:47 AM
800000030295158320,800000030295156810,27,,CREDIT,Melissa ,Melissa ,6.37,8.63,,10/3/25 7:52 AM,10/3/25 7:52 AM
800000030295206684,800000030295153117,26,,CREDIT,Melissa ,Melissa ,1.00,9.06,,10/3/25 7:54 AM,10/3/25 7:52 AM
800000030295232081,800000030295217309,28,,CREDIT,Melissa ,Melissa ,3.00,7.13,,10/3/25 7:56 AM,10/3/25 7:55 AM
800000030295269008,800000030295228665,29,,CREDIT,Melissa ,Melissa ,1.00,4.31,,10/3/25 7:58 AM,10/3/25 7:56 AM
800000030295329247,800000030295326146,30,,CREDIT,Melissa ,Melissa ,6.00,3.24,,10/3/25 8:01 AM,10/3/25 8:01 AM
800000030295431225,800000030295418005,31,,CREDIT,Melissa ,Melissa ,0.00,7.12,,10/3/25 8:06 AM,10/3/25 8:05 AM
800000030295431543,800000030295431439,32,,CREDIT,Leticia,Leticia,2.00,12.43,,10/3/25 8:06 AM,10/3/25 8:06 AM
800000030295516039,800000030295458209,34,,CREDIT,Melissa ,Melissa ,2.00,13.16,,10/3/25 8:10 AM,10/3/25 8:07 AM
800000030295604243,800000030295476507,35,,CASH,Melissa ,Melissa ,0.00,10.02,DRIVE THRU 1,10/3/25 8:14 AM,10/3/25 8:08 AM
800000030295654709,800000030295510574,36,,CREDIT,Melissa ,Melissa ,2.21,17.79,,10/3/25 8:16 AM,10/3/25 8:09 AM
800000030295680095,800000030295536837,37,,CREDIT,Lizbeth,Lizbeth,0.00,12.84,,10/3/25 8:18 AM,10/3/25 8:11 AM
800000030295703348,800000030295585497,38,,CREDIT,Melissa ,Melissa ,0.00,8.62,,10/3/25 8:19 AM,10/3/25 8:13 AM
800000030295868981,800000030295835555,43,,CREDIT,Melissa ,Melissa ,0.00,28.92,,10/3/25 8:27 AM,10/3/25 8:25 AM
800000030295917960,800000030295758748,42,,CASH,Sugey,Sugey,0.00,21.17,,10/3/25 8:29 AM,10/3/25 8:21 AM
800000030296072559,800000030296062709,44,,CREDIT,Melissa ,Melissa ,0.00,12.31,,10/3/25 8:37 AM,10/3/25 8:36 AM
800000030296099876,800000030296077668,46,,CASH,Melissa ,Melissa ,0.00,3.88,DRIVE THRU 1,10/3/25 8:38 AM,10/3/25 8:37 AM
