Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000029855122765,800000029855113550,1,,CREDIT,Mario,Mario,0.00,6.46,,9/21/25 8:03 AM,9/21/25 8:02 AM
800000029855180295,800000029855137248,6,,CREDIT,Mario,Mario,0.00,3.88,,9/21/25 8:06 AM,9/21/25 8:04 AM
800000029855191010,800000029855152992,7,,CASH,Mario,Mario,0.00,19.95,DRIVE THRU 1,9/21/25 8:07 AM,9/21/25 8:05 AM
800000029855296176,800000029855160329,8,,CASH,Mario,Mario,0.00,9.50,,9/21/25 8:13 AM,9/21/25 8:05 AM
800000029855326119,800000029855212741,9,,CREDIT,Mario,Mario,3.20,23.10,,9/21/25 8:15 AM,9/21/25 8:08 AM
800000029855393116,800000029855251079,11,,CREDIT,Mario,Mario,0.00,11.00,,9/21/25 8:19 AM,9/21/25 8:11 AM
800000029855406147,800000029855310385,13,,CASH,Mario,Mario,0.00,12.97,DRIVE THRU 1,9/21/25 8:20 AM,9/21/25 8:14 AM
800000029855462344,800000029855321376,16,,CASH,Mario,Mario,0.00,27.22,DRIVE THRU 1,9/21/25 8:23 AM,9/21/25 8:15 AM
800000029855471719,800000029855458373,21,,CREDIT,Mario,Mario,0.00,19.19,,9/21/25 8:23 AM,9/21/25 8:22 AM
800000029855586815,800000029855035825,4,3,CREDIT,Sugey,Sugey,7.00,15.97,,9/21/25 8:29 AM,9/21/25 7:57 AM
800000029855760027,800000029855759654,25,,CREDIT,siri,siri,0.00,11.56,,9/21/25 8:38 AM,9/21/25 8:38 AM
800000029855887314,800000029855866969,26,,CREDIT,Mario,Mario,3.94,19.42,,9/21/25 8:44 AM,9/21/25 8:43 AM
800000029855951339,800000029855930491,27,,CREDIT,Mario,Mario,1.62,11.66,,9/21/25 8:47 AM,9/21/25 8:46 AM
800000029856017487,800000029856005729,28,,CREDIT,Mario,Mario,0.00,10.38,,9/21/25 8:50 AM,9/21/25 8:50 AM
800000029856099423,800000029855556328,23,,CREDIT,siri,siri,0.00,16.97,,9/21/25 8:54 AM,9/21/25 8:28 AM
800000029856105675,800000029856029903,29,,CREDIT,Mario,Mario,0.00,10.37,,9/21/25 8:54 AM,9/21/25 8:51 AM
800000029856191174,800000029855713346,24,1,CREDIT,Leticia,Leticia,0.00,16.37,,9/21/25 8:58 AM,9/21/25 8:36 AM
800000029856319436,800000029856307264,30,,CREDIT,Mario,Mario,2.00,41.67,,9/21/25 9:03 AM,9/21/25 9:02 AM
800000029856446251,800000029856147311,34,,CREDIT,siri,siri,2.00,22.03,,9/21/25 9:08 AM,9/21/25 8:56 AM
800000029856499378,800000029856338542,41,,CREDIT,Mario,Mario,1.00,22.87,,9/21/25 9:10 AM,9/21/25 9:04 AM
800000029856524439,800000029856139111,36,,CREDIT,Sugey,siri,0.00,16.91,,9/21/25 9:11 AM,9/21/25 8:55 AM
800000029856533484,800000029855487651,22,16,CASH,Sugey,Sugey,0.00,7.94,,9/21/25 9:11 AM,9/21/25 8:24 AM
800000029856554433,800000029856448818,42,,CASH,Mario,Mario,0.00,40.00,,9/21/25 9:12 AM,9/21/25 9:08 AM
800000029856566709,800000029856448818,42,,CREDIT,Mario,Mario,0.00,13.57,,9/21/25 9:12 AM,9/21/25 9:08 AM
800000029856615982,800000029856470046,44,,CASH,Mario,Mario,0.00,16.65,DRIVE THRU 1,9/21/25 9:14 AM,9/21/25 9:09 AM
800000029856679381,800000029856234602,40,,CREDIT,Mario,Mario,0.00,16.36,,9/21/25 9:16 AM,9/21/25 9:00 AM
800000029856716402,800000029856711432,51,,CREDIT,siri,Brianna,0.00,7.96,,9/21/25 9:18 AM,9/21/25 9:17 AM
800000029856734845,800000029856550610,45,,CREDIT,Mario,Mario,0.00,13.17,,9/21/25 9:18 AM,9/21/25 9:11 AM
800000029856763203,800000029856610491,48,,CASH,Mario,Mario,0.00,11.24,,9/21/25 9:19 AM,9/21/25 9:14 AM
800000029856778311,800000029856773965,55,,CREDIT,siri,siri,0.00,4.32,,9/21/25 9:20 AM,9/21/25 9:20 AM
800000029856839329,800000029856663549,49,,CREDIT,Mario,Mario,5.00,17.99,,9/21/25 9:22 AM,9/21/25 9:16 AM
800000029856856330,800000029856120304,33,14,CREDIT,Sugey,Sugey,6.00,23.28,,9/21/25 9:23 AM,9/21/25 8:55 AM
800000029856912415,800000029856704576,52,,CASH,Mario,Mario,0.00,8.62,,9/21/25 9:24 AM,9/21/25 9:17 AM
800000029856956219,800000029856758622,50,,CREDIT,Mario,Mario,1.95,14.06,,9/21/25 9:26 AM,9/21/25 9:19 AM
800000029856983470,800000029856824574,57,,CREDIT,Mario,Mario,2.77,13.61,,9/21/25 9:27 AM,9/21/25 9:21 AM
800000029856998580,800000029856067143,31,7,CREDIT,Emanuel,Emanuel,0.00,19.55,,9/21/25 9:28 AM,9/21/25 8:52 AM
800000029857002831,800000029856924374,58,,CREDIT,Mario,Mario,0.00,11.65,,9/21/25 9:28 AM,9/21/25 9:25 AM
800000029857027323,800000029856977041,60,,CREDIT,Mario,Mario,1.00,30.95,,9/21/25 9:28 AM,9/21/25 9:27 AM
800000029857031886,800000029856067143,31,7,CREDIT,Emanuel,Emanuel,0.00,3.24,,9/21/25 9:29 AM,9/21/25 8:52 AM
800000029857049826,800000029857029345,64,,CREDIT,Mario,Mario,2.10,15.13,,9/21/25 9:29 AM,9/21/25 9:29 AM
800000029857100232,800000029856767537,53,,CREDIT,siri,siri,2.00,15.73,,9/21/25 9:31 AM,9/21/25 9:19 AM
800000029857152097,800000029856237551,39,2,CREDIT,Angelique,Angelique,15.00,77.29,,9/21/25 9:33 AM,9/21/25 9:00 AM
800000029857224544,800000029856512937,46,20,CREDIT,Emanuel,Emanuel,5.00,25.62,,9/21/25 9:35 AM,9/21/25 9:10 AM
800000029857235559,800000029857094324,65,,CREDIT,Mario,Mario,0.00,10.55,,9/21/25 9:36 AM,9/21/25 9:31 AM
800000029857263921,800000029857178441,66,,CASH,Mario,Mario,0.00,30.27,DRIVE THRU 1,9/21/25 9:37 AM,9/21/25 9:34 AM
800000029857321385,800000029857227627,69,,CREDIT,siri,siri,0.00,59.68,,9/21/25 9:38 AM,9/21/25 9:35 AM
800000029857365898,800000029857203608,70,,CREDIT,Mario,Mario,3.30,16.21,,9/21/25 9:40 AM,9/21/25 9:35 AM
800000029857485977,800000029857232663,71,,CREDIT,Mario,Mario,0.00,33.48,,9/21/25 9:44 AM,9/21/25 9:35 AM
800000029857524419,800000029857381089,72,,CREDIT,Mario,Mario,0.00,10.58,,9/21/25 9:45 AM,9/21/25 9:40 AM
800000029857578794,800000029857579832,82,,CASH,siri,siri,0.00,15.18,Host Drawer,9/21/25 9:47 AM,9/21/25 9:47 AM
800000029857606552,800000029856502245,47,21,CREDIT,Angelique,Angelique,8.00,34.91,,9/21/25 9:48 AM,9/21/25 9:10 AM
